detection_id,video_id,frame_number,timestamp,ear_tag_detected,bounding_box_x,bounding_box_y,bounding_box_w,bounding_box_h,color_detected,horns_present,activity_label,health_score,location_zone,confidence_score,gait_status,isolation_flag,abnormal_posture_detected,social_group_id,feeding_event_flag
DET00349,VID002,744,2025-11-09 10:54:00,,0.78,0.65,0.23,0.15,Reddish,Right,Standing,69,Shelter,0.905,Normal,False,False,3,False
DET00350,VID002,749,2025-11-09 10:54:30,S012,0.33,0.59,0.26,0.38,Brown,Right,Grazing,72,Outdoor Paddock,0.777,Normal,False,False,6,False
DET00351,VID002,754,2025-11-10 08:00:00,A000,0.09,0.69,0.3,0.23,Mixed,Both,Walking,82,Medical Bay,0.846,Normal,False,False,8,False
DET00352,VID002,758,2025-11-10 08:00:30,,0.18,0.59,0.2,0.44,Spotted,Left,Grazing,77,Feeding Area,0.909,Normal,False,False,8,False
DET00353,VID002,764,2025-11-10 08:01:00,C008,0.08,0.38,0.16,0.25,Spotted,Both,Walking,84,Medical Bay,0.829,Normal,False,False,3,False
DET00354,VID002,769,2025-11-10 08:01:30,G011,0.69,0.64,0.26,0.27,Brown,Right,Walking,79,Water Zone,0.799,Limping,False,False,11,False
DET00355,VID002,772,2025-11-10 08:02:00,V019,0.37,0.84,0.17,0.15,White,Right,Running,82,Rest Area,0.765,Limping,False,True,9,False
DET00356,VID002,777,2025-11-10 08:02:30,,0.24,0.03,0.2,0.31,Mixed,Left,Walking,77,Medical Bay,0.854,Normal,False,False,9,False
DET00357,VID002,783,2025-11-10 08:03:00,S008,0.71,0.13,0.35,0.34,Black,Both,Standing,60,Water Zone,0.923,Normal,False,False,2,False
DET00358,VID002,786,2025-11-10 08:03:30,V005,0.73,0.76,0.27,0.43,Spotted,None,Grazing,83,Outdoor Paddock,0.842,Normal,False,True,8,False
DET00359,VID002,791,2025-11-10 08:04:00,N015,0.35,0.46,0.18,0.44,Spotted,Right,Walking,68,Outdoor Paddock,0.866,Normal,False,False,14,False
DET00360,VID002,797,2025-11-10 08:04:30,E000,0.44,0.52,0.15,0.33,Mixed,Both,Walking,82,Outdoor Paddock,0.825,Normal,False,False,8,False
DET00361,VID002,803,2025-11-10 08:05:00,Y000,0.49,0.28,0.18,0.44,Brown,Left,Standing,82,Outdoor Paddock,0.93,Normal,False,False,8,False
DET00362,VID002,809,2025-11-10 08:05:30,C012,0.56,0.25,0.28,0.13,Grey,Both,Standing,62,Rest Area,0.81,Normal,False,False,12,False
DET00363,VID002,810,2025-11-10 08:06:00,U011,0.5,0.13,0.2,0.39,Brown,None,Grazing,95,Feeding Area,0.832,Normal,False,False,3,True
DET00364,VID002,818,2025-11-10 08:06:30,M003,0.56,0.62,0.13,0.31,Reddish,Left,Standing,68,Feeding Area,0.763,Normal,False,False,13,True
DET00365,VID002,821,2025-11-10 08:07:00,K002,0.33,0.22,0.22,0.26,Brown,Right,Grazing,80,Feeding Area,0.773,Normal,False,False,10,True
DET00366,VID002,827,2025-11-10 08:07:30,N013,0.68,0.22,0.24,0.27,Mixed,None,Walking,83,Water Zone,0.875,Normal,False,False,1,False
DET00367,VID002,830,2025-11-10 08:08:00,A012,0.35,0.45,0.27,0.24,Mixed,Left,Grazing,71,Feeding Area,0.899,Normal,False,False,4,True
DET00368,VID002,835,2025-11-10 08:08:30,G002,0.07,0.51,0.18,0.37,Mixed,None,Lying,72,Water Zone,0.811,Normal,False,False,15,False
DET00369,VID002,842,2025-11-10 08:09:00,J008,0.77,0.65,0.17,0.17,White,Left,Walking,77,Medical Bay,0.83,Normal,False,False,8,False
DET00370,VID002,845,2025-11-10 08:09:30,V010,0.17,0.33,0.25,0.16,Spotted,Right,Standing,80,Feeding Area,0.969,Normal,False,False,10,True
DET00371,VID002,853,2025-11-10 08:10:00,,0.42,0.55,0.08,0.13,Grey,Left,Standing,70,Medical Bay,0.888,Normal,False,False,7,False
DET00372,VID002,858,2025-11-10 08:10:30,N019,0.69,0.06,0.14,0.25,Mixed,Right,Standing,77,Rest Area,0.83,Normal,False,False,11,False
DET00373,VID002,860,2025-11-10 08:11:00,R013,0.82,0.07,0.2,0.37,Mixed,None,Standing,61,Medical Bay,0.909,Normal,False,False,12,False
DET00374,VID002,867,2025-11-10 08:11:30,T006,0.54,0.63,0.12,0.18,Mixed,None,Grazing,72,Outdoor Paddock,0.87,Unstable,False,False,1,False
DET00375,VID002,870,2025-11-10 08:12:00,R005,0.67,0.04,0.11,0.39,Mixed,Right,Lying,77,Outdoor Paddock,0.786,Normal,False,True,3,False
DET00376,VID002,878,2025-11-10 08:12:30,Y002,0.77,0.53,0.15,0.33,White,None,Walking,93,Rest Area,0.947,Normal,False,False,2,False
DET00377,VID002,880,2025-11-10 08:13:00,,0.51,0.52,0.1,0.19,Brown,Right,Grazing,91,Feeding Area,0.827,Unstable,False,True,3,True
DET00378,VID002,885,2025-11-10 08:13:30,M015,0.35,0.59,0.23,0.26,Spotted,Both,Standing,85,Shelter,0.897,Normal,True,False,1,False
DET00379,VID002,890,2025-11-10 08:14:00,E011,0.6,0.5,0.16,0.35,Reddish,Right,Walking,71,Water Zone,0.904,Normal,False,False,10,False
DET00380,VID002,895,2025-11-10 08:14:30,K014,0.42,0.81,0.25,0.38,Brown,Right,Standing,67,Water Zone,0.778,Normal,False,False,13,False
DET00381,VID002,904,2025-11-10 08:15:00,X015,0.65,0.56,0.15,0.18,Reddish,None,Walking,95,Medical Bay,0.869,Normal,False,False,6,False
DET00382,VID002,907,2025-11-10 08:15:30,M017,0.28,0.68,0.28,0.13,Mixed,Both,Lying,55,Water Zone,0.939,Normal,False,False,12,False
DET00383,VID002,913,2025-11-10 08:16:00,Q013,0.36,0.64,0.32,0.2,White,Left,Standing,67,Shelter,0.849,Normal,False,False,10,False
DET00384,VID002,918,2025-11-10 08:16:30,,0.37,0.18,0.24,0.18,Brown,None,Grazing,76,Outdoor Paddock,0.984,Normal,False,False,1,False
DET00385,VID002,922,2025-11-10 08:17:00,,0.72,0.39,0.13,0.23,Brown,None,Walking,85,Outdoor Paddock,0.967,Normal,False,False,7,False
DET00386,VID002,929,2025-11-10 08:17:30,L001,0.5,0.71,0.16,0.36,Mixed,None,Standing,73,Outdoor Paddock,0.803,Limping,False,False,15,False
DET00387,VID002,930,2025-11-10 08:18:00,C005,0.03,0.4,0.29,0.13,Spotted,Right,Grazing,95,Feeding Area,0.859,Normal,False,True,12,True
DET00388,VID002,936,2025-11-10 08:18:30,,0.25,0.55,0.1,0.28,Brown,None,Walking,92,Outdoor Paddock,0.929,Normal,False,False,14,False
DET00389,VID002,943,2025-11-10 08:19:00,S012,0.31,0.39,0.25,0.4,White,Right,Lying,60,Outdoor Paddock,0.758,Normal,False,False,9,False
DET00390,VID002,949,2025-11-10 08:19:30,O006,0.58,0.53,0.17,0.43,Spotted,Left,Lying,53,Medical Bay,0.838,Normal,False,False,9,False
DET00391,VID002,950,2025-11-10 08:20:00,N012,0.17,0.83,0.14,0.16,Grey,None,Walking,89,Water Zone,0.827,Limping,False,False,1,False
DET00392,VID002,955,2025-11-10 08:20:30,X003,0.41,0.45,0.11,0.35,Mixed,Left,Grazing,81,Feeding Area,0.795,Limping,False,True,3,True
DET00393,VID002,960,2025-11-10 08:21:00,,0.23,0.59,0.21,0.41,Spotted,Both,Grazing,91,Feeding Area,0.864,Normal,False,True,4,False
DET00394,VID002,966,2025-11-10 08:21:30,A012,0.55,0.35,0.17,0.33,Brown,Right,Grazing,92,Outdoor Paddock,0.86,Normal,False,False,13,False
DET00395,VID002,972,2025-11-10 08:22:00,T000,0.83,0.65,0.09,0.24,Grey,None,Walking,70,Shelter,0.878,Normal,False,False,15,False
DET00396,VID002,976,2025-11-10 08:22:30,F019,0.03,0.27,0.11,0.21,Black,None,Grazing,71,Outdoor Paddock,0.985,Normal,False,False,9,False
DET00397,VID002,982,2025-11-10 08:23:00,,0.02,0.79,0.29,0.43,Brown,None,Standing,83,Outdoor Paddock,0.984,Normal,False,False,5,False
DET00398,VID002,989,2025-11-10 08:23:30,O018,0.48,0.77,0.2,0.35,Mixed,Right,Lying,54,Shelter,0.882,Unstable,False,False,8,False
DET00399,VID002,992,2025-11-10 08:24:00,,0.05,0.55,0.24,0.19,Reddish,Left,Standing,62,Outdoor Paddock,0.954,Normal,False,False,7,False
DET00400,VID002,996,2025-11-10 08:24:30,E017,0.51,0.8,0.33,0.24,Black,Right,Grazing,81,Feeding Area,0.818,Normal,False,False,2,True
DET00401,VID003,3,2025-11-10 08:25:00,V005,0.68,0.25,0.3,0.44,Grey,Right,Standing,78,Outdoor Paddock,0.771,Normal,False,False,6,False
DET00402,VID003,5,2025-11-10 08:25:30,E004,0.64,0.08,0.19,0.42,Grey,None,Grazing,92,Feeding Area,0.798,Normal,False,False,14,True
DET00403,VID003,14,2025-11-10 08:26:00,C012,0.63,0.19,0.29,0.17,Brown,Right,Standing,81,Rest Area,0.85,Normal,False,False,2,False
DET00404,VID003,17,2025-11-10 08:26:30,X013,0.06,0.63,0.24,0.31,Reddish,Left,Walking,80,Shelter,0.946,Normal,False,True,5,False
DET00405,VID003,21,2025-11-10 08:27:00,H009,0.27,0.75,0.12,0.17,Brown,Left,Grazing,99,Outdoor Paddock,0.762,Normal,False,False,4,False
DET00406,VID003,26,2025-11-10 08:27:30,E013,0.64,0.46,0.32,0.39,Mixed,Left,Grazing,92,Outdoor Paddock,0.773,Normal,False,True,9,False
DET00407,VID003,32,2025-11-10 08:28:00,Y016,0.35,0.78,0.12,0.19,Spotted,None,Running,80,Outdoor Paddock,0.897,Normal,False,False,9,False
DET00408,VID003,35,2025-11-10 08:28:30,U018,0.06,0.7,0.33,0.28,Brown,Left,Standing,74,Outdoor Paddock,0.876,Unstable,False,True,12,False
DET00409,VID003,40,2025-11-10 08:29:00,R017,0.59,0.58,0.16,0.19,White,Right,Walking,90,Feeding Area,0.769,Normal,False,True,2,False
DET00410,VID003,45,2025-11-10 08:29:30,A005,0.5,0.4,0.33,0.13,Brown,Both,Walking,90,Feeding Area,0.971,Normal,False,False,6,False
DET00411,VID003,50,2025-11-10 08:30:00,,0.72,0.8,0.34,0.23,Black,None,Grazing,72,Feeding Area,0.947,Normal,False,False,5,False
DET00412,VID003,59,2025-11-10 08:30:30,,0.62,0.79,0.33,0.4,Grey,Left,Walking,70,Medical Bay,0.912,Normal,False,False,7,False
DET00413,VID003,61,2025-11-10 08:31:00,U017,0.1,0.84,0.11,0.16,Black,Right,Walking,87,Rest Area,0.884,Normal,False,False,5,False
DET00414,VID003,68,2025-11-10 08:31:30,P019,0.58,0.71,0.14,0.25,Reddish,Right,Standing,62,Medical Bay,0.975,Normal,True,False,11,False
DET00415,VID003,70,2025-11-10 08:32:00,A015,0.56,0.07,0.12,0.25,Spotted,Both,Walking,93,Water Zone,0.766,Unstable,False,False,7,False
DET00416,VID003,75,2025-11-10 08:32:30,V014,0.62,0.24,0.27,0.31,Brown,Right,Grazing,91,Outdoor Paddock,0.987,Normal,False,False,2,False
DET00417,VID003,82,2025-11-10 08:33:00,L016,0.53,0.11,0.11,0.14,White,Right,Walking,70,Medical Bay,0.895,Normal,False,False,13,False
DET00418,VID003,85,2025-11-10 08:33:30,A012,0.65,0.67,0.13,0.34,Grey,Left,Grazing,95,Feeding Area,0.979,Normal,False,False,7,True
DET00419,VID003,93,2025-11-10 08:34:00,B016,0.03,0.47,0.31,0.22,Mixed,None,Grazing,74,Outdoor Paddock,0.922,Normal,False,False,11,False
DET00420,VID003,99,2025-11-10 08:34:30,D005,0.4,0.48,0.12,0.14,Brown,Right,Grazing,82,Outdoor Paddock,0.934,Normal,False,False,3,False
DET00421,VID003,102,2025-11-10 08:35:00,L019,0.5,0.65,0.25,0.25,Grey,Left,Resting,76,Shelter,0.764,Normal,False,False,2,False
DET00422,VID003,105,2025-11-10 08:35:30,F017,0.29,0.02,0.17,0.27,Reddish,Right,Grazing,98,Outdoor Paddock,0.814,Normal,False,False,7,False
DET00423,VID003,114,2025-11-10 08:36:00,D006,0.08,0.42,0.27,0.19,Grey,Left,Standing,69,Rest Area,0.983,Normal,False,False,2,False
DET00424,VID003,119,2025-11-10 08:36:30,N011,0.04,0.85,0.19,0.19,Mixed,Both,Walking,83,Feeding Area,0.892,Normal,False,False,7,False
DET00425,VID003,121,2025-11-10 08:37:00,D018,0.55,0.26,0.3,0.26,Spotted,Left,Standing,72,Rest Area,0.9,Normal,False,False,1,False
DET00426,VID003,129,2025-11-10 08:37:30,D010,0.42,0.56,0.3,0.43,Brown,Right,Lying,73,Shelter,0.764,Normal,False,False,12,False
DET00427,VID003,132,2025-11-10 08:38:00,V000,0.27,0.71,0.1,0.19,Grey,Left,Running,75,Water Zone,0.812,Normal,False,False,4,False
DET00428,VID003,135,2025-11-10 08:38:30,Q007,0.26,0.41,0.35,0.26,White,None,Standing,64,Feeding Area,0.812,Normal,False,False,14,False
DET00429,VID003,143,2025-11-10 08:39:00,C016,0.73,0.07,0.24,0.41,Grey,Left,Walking,93,Feeding Area,0.845,Normal,False,False,10,False
DET00430,VID003,149,2025-11-10 08:39:30,A014,0.56,0.49,0.29,0.29,Grey,Both,Standing,63,Rest Area,0.829,Normal,False,False,4,False
DET00431,VID003,153,2025-11-10 08:40:00,F009,0.15,0.82,0.2,0.2,Spotted,Both,Grazing,81,Feeding Area,0.826,Normal,False,False,15,True
DET00432,VID003,156,2025-11-10 08:40:30,K012,0.31,0.26,0.25,0.42,White,Both,Walking,90,Shelter,0.808,Normal,False,False,6,False
DET00433,VID003,160,2025-11-10 08:41:00,M002,0.73,0.33,0.33,0.25,Brown,Left,Standing,86,Water Zone,0.821,Limping,False,False,6,False
DET00434,VID003,168,2025-11-10 08:41:30,O000,0.74,0.7,0.33,0.28,Grey,Left,Walking,93,Feeding Area,0.948,Normal,False,False,10,False
DET00435,VID003,174,2025-11-10 08:42:00,X004,0.59,0.65,0.25,0.18,Grey,None,Standing,66,Shelter,0.823,Normal,False,False,12,False
DET00436,VID003,176,2025-11-10 08:42:30,J002,0.35,0.8,0.2,0.41,Black,Left,Standing,78,Rest Area,0.942,Normal,False,False,15,False
DET00437,VID003,183,2025-11-10 08:43:00,T005,0.48,0.02,0.09,0.3,Spotted,None,Lying,64,Water Zone,0.813,Limping,True,False,10,False
DET00438,VID003,187,2025-11-10 08:43:30,,0.81,0.14,0.23,0.12,Spotted,Right,Walking,94,Medical Bay,0.949,Normal,False,False,14,False
DET00439,VID003,192,2025-11-10 08:44:00,Z006,0.32,0.37,0.14,0.19,Reddish,Left,Walking,71,Medical Bay,0.793,Normal,True,False,4,False
DET00440,VID003,199,2025-11-10 08:44:30,M014,0.31,0.58,0.2,0.12,Black,Left,Resting,75,Rest Area,0.921,Normal,False,False,2,False
DET00441,VID003,204,2025-11-10 08:45:00,,0.28,0.2,0.33,0.45,Mixed,Both,Standing,76,Outdoor Paddock,0.841,Unstable,False,True,15,False
DET00442,VID003,209,2025-11-10 08:45:30,,0.15,0.14,0.21,0.23,Grey,None,Standing,82,Outdoor Paddock,0.854,Normal,False,False,8,False
DET00443,VID003,212,2025-11-10 08:46:00,V008,0.37,0.77,0.15,0.39,Brown,Left,Grazing,75,Outdoor Paddock,0.927,Normal,False,False,15,False
DET00444,VID003,218,2025-11-10 08:46:30,,0.13,0.2,0.09,0.21,Mixed,Right,Grazing,98,Outdoor Paddock,0.76,Normal,False,False,8,False
DET00445,VID003,220,2025-11-10 08:47:00,S007,0.13,0.3,0.14,0.21,Reddish,None,Walking,91,Rest Area,0.885,Normal,False,False,1,False
DET00446,VID003,229,2025-11-10 08:47:30,J004,0.35,0.07,0.29,0.34,Brown,Both,Grazing,91,Feeding Area,0.845,Normal,False,False,3,False
DET00447,VID003,233,2025-11-10 08:48:00,H015,0.41,0.53,0.15,0.34,Brown,Both,Walking,95,Medical Bay,0.828,Normal,False,False,10,False
DET00448,VID003,236,2025-11-10 08:48:30,C009,0.68,0.24,0.3,0.37,Spotted,Right,Standing,68,Water Zone,0.808,Normal,False,True,4,False
DET00449,VID003,241,2025-11-10 08:49:00,U012,0.24,0.64,0.26,0.16,Grey,Right,Walking,94,Rest Area,0.967,Normal,False,False,6,False
DET00450,VID003,249,2025-11-10 08:49:30,W016,0.75,0.4,0.23,0.26,Reddish,Right,Running,74,Water Zone,0.854,Normal,True,False,8,False
DET00451,VID003,251,2025-11-10 08:50:00,K010,0.13,0.42,0.25,0.29,Brown,Right,Grazing,99,Outdoor Paddock,0.822,Unstable,False,True,4,False
DET00452,VID003,259,2025-11-10 08:50:30,D002,0.04,0.07,0.09,0.16,Grey,Right,Standing,81,Shelter,0.886,Normal,False,False,9,False
DET00453,VID003,260,2025-11-10 08:51:00,,0.56,0.15,0.13,0.25,White,Right,Lying,59,Rest Area,0.891,Normal,False,False,5,False
DET00454,VID003,267,2025-11-10 08:51:30,S012,0.69,0.18,0.1,0.44,Brown,Both,Grazing,70,Feeding Area,0.845,Normal,False,False,7,True
DET00455,VID003,274,2025-11-10 08:52:00,P010,0.53,0.83,0.18,0.34,Mixed,Right,Running,57,Water Zone,0.782,Limping,False,False,4,False
DET00456,VID003,275,2025-11-10 08:52:30,H004,0.12,0.21,0.31,0.4,Spotted,None,Standing,84,Medical Bay,0.786,Normal,False,False,12,False
DET00457,VID003,283,2025-11-10 08:53:00,Y002,0.02,0.38,0.15,0.22,Reddish,Right,Standing,60,Feeding Area,0.901,Normal,False,False,12,True
DET00458,VID003,289,2025-11-10 08:53:30,B017,0.41,0.41,0.24,0.32,Mixed,Right,Standing,61,Outdoor Paddock,0.755,Normal,False,False,11,False
DET00459,VID003,293,2025-11-10 08:54:00,F019,0.42,0.8,0.17,0.35,White,None,Grazing,76,Outdoor Paddock,0.833,Normal,False,False,6,False
DET00460,VID003,299,2025-11-10 08:54:30,K012,0.56,0.11,0.16,0.35,Grey,Left,Walking,90,Water Zone,0.899,Normal,False,False,3,False
DET00461,VID003,301,2025-11-10 08:55:00,F000,0.42,0.67,0.33,0.28,Black,None,Grazing,70,Outdoor Paddock,0.961,Normal,False,False,15,False
DET00462,VID003,309,2025-11-10 08:55:30,,0.05,0.37,0.25,0.16,Black,Right,Grazing,80,Outdoor Paddock,0.935,Normal,False,False,14,False
DET00463,VID003,314,2025-11-10 08:56:00,F006,0.6,0.79,0.2,0.27,Reddish,Both,Resting,88,Rest Area,0.948,Normal,False,False,14,False
DET00464,VID003,316,2025-11-10 08:56:30,I000,0.62,0.6,0.29,0.28,Reddish,Both,Standing,71,Rest Area,0.947,Normal,False,False,13,False
DET00465,VID003,320,2025-11-10 08:57:00,P008,0.4,0.24,0.13,0.21,Mixed,Right,Grazing,91,Feeding Area,0.786,Normal,False,False,13,True
DET00466,VID003,328,2025-11-10 08:57:30,W014,0.72,0.68,0.18,0.13,Black,Both,Walking,81,Feeding Area,0.77,Normal,False,False,1,False
DET00467,VID003,333,2025-11-10 08:58:00,H016,0.78,0.13,0.24,0.44,Mixed,Left,Grazing,98,Outdoor Paddock,0.923,Normal,False,False,15,False
DET00468,VID003,339,2025-11-10 08:58:30,H010,0.6,0.38,0.14,0.3,Reddish,Right,Walking,93,Shelter,0.847,Normal,False,True,6,False
DET00469,VID003,343,2025-11-10 08:59:00,L017,0.75,0.44,0.23,0.19,Spotted,Left,Grazing,94,Feeding Area,0.756,Limping,False,True,14,True
DET00470,VID003,348,2025-11-10 08:59:30,F013,0.62,0.72,0.15,0.29,White,Both,Walking,95,Feeding Area,0.858,Normal,True,False,4,False
DET00471,VID003,354,2025-11-10 09:00:00,T015,0.8,0.57,0.31,0.2,Brown,Left,Walking,91,Shelter,0.887,Normal,False,False,2,False
DET00472,VID003,357,2025-11-10 09:00:30,J017,0.7,0.31,0.11,0.35,Reddish,Right,Standing,61,Medical Bay,0.963,Normal,False,False,9,False
DET00473,VID003,363,2025-11-10 09:01:00,A011,0.66,0.74,0.24,0.33,Grey,Right,Walking,78,Water Zone,0.785,Normal,False,False,12,False
DET00474,VID003,369,2025-11-10 09:01:30,G000,0.59,0.39,0.09,0.17,Spotted,Left,Lying,53,Outdoor Paddock,0.955,Limping,False,True,9,False
DET00475,VID003,371,2025-11-10 09:02:00,,0.26,0.32,0.16,0.13,Black,None,Walking,78,Feeding Area,0.975,Normal,False,False,12,False
DET00476,VID003,378,2025-11-10 09:02:30,,0.47,0.06,0.09,0.28,Brown,Right,Lying,75,Medical Bay,0.864,Normal,False,False,9,False
DET00477,VID003,383,2025-11-10 09:03:00,I003,0.38,0.74,0.17,0.38,Mixed,Right,Grazing,98,Outdoor Paddock,0.831,Normal,False,False,5,False
DET00478,VID003,385,2025-11-10 09:03:30,K004,0.02,0.54,0.29,0.22,Mixed,Both,Walking,67,Water Zone,0.979,Normal,False,False,9,False
DET00479,VID003,391,2025-11-10 09:04:00,Z014,0.76,0.1,0.33,0.18,White,Left,Walking,72,Shelter,0.951,Normal,False,False,6,False
DET00480,VID003,398,2025-11-10 09:04:30,Z003,0.73,0.02,0.2,0.26,Reddish,Left,Grazing,72,Feeding Area,0.985,Normal,False,False,13,False
DET00481,VID003,402,2025-11-10 09:05:00,I014,0.14,0.52,0.17,0.13,White,Left,Grazing,80,Feeding Area,0.849,Normal,False,False,2,False
DET00482,VID003,406,2025-11-10 09:05:30,E000,0.2,0.43,0.22,0.43,Brown,Both,Grazing,87,Outdoor Paddock,0.766,Normal,False,False,1,False
DET00483,VID003,412,2025-11-10 09:06:00,E000,0.57,0.21,0.23,0.38,Brown,Right,Grazing,97,Feeding Area,0.938,Normal,False,False,4,True
DET00484,VID003,418,2025-11-10 09:06:30,C008,0.38,0.0,0.21,0.39,Brown,None,Standing,89,Medical Bay,0.816,Normal,False,False,14,False
DET00485,VID003,421,2025-11-10 09:07:00,A002,0.24,0.14,0.22,0.14,White,Right,Walking,91,Water Zone,0.924,Unstable,False,True,9,False
DET00486,VID003,427,2025-11-10 09:07:30,W008,0.29,0.22,0.28,0.27,Black,Left,Grazing,84,Outdoor Paddock,0.754,Normal,False,True,8,False
DET00487,VID003,430,2025-11-10 09:08:00,I008,0.15,0.47,0.27,0.28,Grey,Both,Walking,85,Shelter,0.769,Normal,False,False,11,False
DET00488,VID003,435,2025-11-10 09:08:30,P012,0.32,0.51,0.18,0.4,Reddish,Both,Standing,71,Water Zone,0.857,Normal,True,False,15,False
DET00489,VID003,442,2025-11-10 09:09:00,P015,0.52,0.26,0.27,0.2,Grey,Left,Standing,75,Shelter,0.92,Normal,False,False,7,False
DET00490,VID003,445,2025-11-10 09:09:30,D002,0.43,0.14,0.13,0.36,Mixed,None,Standing,64,Shelter,0.766,Normal,False,False,9,False
DET00491,VID003,452,2025-11-10 09:10:00,I014,0.02,0.82,0.26,0.32,Mixed,Right,Standing,73,Shelter,0.912,Normal,False,False,14,False
DET00492,VID003,458,2025-11-10 09:10:30,I016,0.44,0.42,0.22,0.13,Mixed,None,Standing,89,Medical Bay,0.878,Normal,False,False,15,False
DET00493,VID003,464,2025-11-10 09:11:00,L015,0.19,0.59,0.34,0.42,Black,None,Grazing,72,Feeding Area,0.757,Normal,True,False,15,True
DET00494,VID003,467,2025-11-10 09:11:30,Y004,0.2,0.29,0.09,0.23,Reddish,None,Lying,74,Outdoor Paddock,0.899,Normal,False,False,2,False
DET00495,VID003,470,2025-11-10 09:12:00,T006,0.27,0.72,0.1,0.16,Reddish,Right,Standing,79,Shelter,0.854,Normal,False,False,14,False
DET00496,VID003,478,2025-11-10 09:12:30,F012,0.64,0.2,0.24,0.34,White,Right,Grazing,95,Outdoor Paddock,0.961,Normal,False,False,13,False
DET00497,VID003,480,2025-11-10 09:13:00,Q016,0.5,0.09,0.08,0.36,Spotted,None,Lying,54,Shelter,0.872,Normal,False,False,3,False
DET00498,VID003,486,2025-11-10 09:13:30,,0.04,0.11,0.24,0.29,Mixed,Left,Grazing,98,Feeding Area,0.785,Normal,False,False,1,True
DET00499,VID003,491,2025-11-10 09:14:00,,0.43,0.71,0.31,0.26,Black,None,Walking,71,Feeding Area,0.832,Normal,False,False,10,False
DET00500,VID003,497,2025-11-10 09:14:30,C019,0.82,0.52,0.19,0.17,Grey,Both,Grazing,99,Feeding Area,0.903,Normal,False,False,8,True
DET00501,VID003,502,2025-11-10 09:15:00,T004,0.17,0.16,0.35,0.24,White,Left,Standing,63,Water Zone,0.82,Normal,False,False,1,False
DET00502,VID003,505,2025-11-10 09:15:30,O010,0.15,0.75,0.27,0.23,Spotted,None,Standing,60,Water Zone,0.952,Limping,True,False,7,False
DET00503,VID003,510,2025-11-10 09:16:00,K015,0.26,0.2,0.3,0.34,Spotted,Right,Lying,52,Feeding Area,0.785,Normal,False,False,7,False
DET00504,VID003,517,2025-11-10 09:16:30,V019,0.83,0.21,0.09,0.32,Black,Left,Walking,75,Water Zone,0.763,Normal,False,False,10,False
DET00505,VID003,523,2025-11-10 09:17:00,E003,0.67,0.67,0.25,0.18,Grey,Left,Grazing,84,Feeding Area,0.827,Normal,False,False,8,True
DET00506,VID003,529,2025-11-10 09:17:30,V003,0.67,0.55,0.14,0.42,Grey,None,Grazing,79,Outdoor Paddock,0.963,Normal,False,False,9,False
DET00507,VID003,530,2025-11-10 09:18:00,,0.07,0.38,0.17,0.31,Grey,Left,Grazing,84,Outdoor Paddock,0.848,Normal,False,False,3,False
DET00508,VID003,538,2025-11-10 09:18:30,H000,0.06,0.77,0.16,0.29,Spotted,Both,Walking,94,Water Zone,0.774,Normal,True,False,4,False
DET00509,VID003,542,2025-11-10 09:19:00,M003,0.69,0.58,0.15,0.35,Black,Left,Standing,69,Rest Area,0.947,Normal,False,False,10,False
DET00510,VID003,545,2025-11-10 09:19:30,A004,0.84,0.81,0.31,0.2,Mixed,None,Grazing,86,Outdoor Paddock,0.923,Normal,False,False,4,False
DET00511,VID003,553,2025-11-10 09:20:00,J014,0.36,0.37,0.31,0.13,Black,None,Grazing,93,Feeding Area,0.87,Normal,False,False,7,True
DET00512,VID003,558,2025-11-10 09:20:30,J007,0.46,0.28,0.09,0.38,Black,None,Resting,73,Shelter,0.985,Normal,False,False,4,False
DET00513,VID003,563,2025-11-10 09:21:00,,0.48,0.38,0.32,0.15,White,None,Standing,82,Outdoor Paddock,0.867,Normal,False,False,5,False
DET00514,VID003,566,2025-11-10 09:21:30,H015,0.45,0.39,0.18,0.12,Brown,Right,Grazing,73,Feeding Area,0.879,Normal,False,False,14,True
DET00515,VID003,571,2025-11-10 09:22:00,P017,0.6,0.4,0.24,0.43,Spotted,None,Grazing,91,Outdoor Paddock,0.816,Normal,False,False,7,False
DET00516,VID003,579,2025-11-10 09:22:30,A018,0.28,0.48,0.21,0.27,White,Both,Grazing,98,Outdoor Paddock,0.833,Normal,False,False,14,False
DET00517,VID003,581,2025-11-10 09:23:00,J003,0.76,0.62,0.2,0.42,Black,Both,Grazing,100,Feeding Area,0.808,Limping,False,False,5,True
DET00518,VID003,585,2025-11-10 09:23:30,K019,0.77,0.77,0.19,0.37,White,Left,Standing,63,Outdoor Paddock,0.934,Normal,False,False,9,False
DET00519,VID003,590,2025-11-10 09:24:00,D014,0.54,0.57,0.2,0.23,Grey,None,Grazing,70,Outdoor Paddock,0.778,Limping,False,False,8,False
DET00520,VID003,598,2025-11-10 09:24:30,,0.47,0.21,0.34,0.17,Reddish,Left,Running,60,Feeding Area,0.896,Normal,False,False,3,False
DET00521,VID003,600,2025-11-10 09:25:00,A011,0.58,0.13,0.18,0.19,White,None,Grazing,71,Feeding Area,0.844,Normal,False,True,13,True
DET00522,VID003,606,2025-11-10 09:25:30,T003,0.77,0.17,0.08,0.13,White,Left,Running,76,Shelter,0.765,Unstable,False,False,11,False
DET00523,VID003,611,2025-11-10 09:26:00,C005,0.35,0.09,0.17,0.31,Black,None,Lying,62,Medical Bay,0.779,Normal,False,False,7,False
